timestamp,open,high,low,close,volume
1764633600000,39.0,39.0,31.562,33.838,238544.3327
1764720000000,33.864,35.354,33.232,33.232,66596.6977
1764806400000,33.586,35.348,33.112,33.545,89295.6462
1764892800000,33.546,33.881,30.508,31.069,92397.3772
1764979200000,30.973,31.473,30.612,30.947,75051.9228
1765065600000,30.942,31.211,28.179,29.714,32610.675
1765152000000,29.704,30.941,28.676,29.486,288417.3858
1765238400000,29.474,29.533,27.456,27.924,267899.0139
1765324800000,27.911,30.0,27.644,28.846,251613.7985
1765411200000,28.766,29.199,26.88,29.114,171941.7402
1765497600000,29.118,30.314,28.123,28.575,477628.9475
1765584000000,28.62,29.722,27.946,29.583,50260.8571
1765670400000,29.571,29.973,28.375,28.797,73476.1909
1765756800000,28.844,29.648,27.194,27.586,106886.4138
1765843200000,27.594,27.779,26.075,26.79,75589.3905
1765929600000,26.772,28.296,24.249,24.472,131078.8748
1766016000000,24.483,25.256,22.472,22.472,350454.7417
1766102400000,22.467,25.101,22.229,24.874,305568.2313
1766188800000,24.876,25.622,23.821,24.024,222955.1853
1766275200000,24.004,24.813,23.599,24.813,32898.6645
1766361600000,24.813,25.675,24.144,24.881,84857.9153
1766448000000,24.879,24.993,23.676,23.97,97028.3726
1766534400000,23.986,25.633,23.267,25.217,41572.7994
1766620800000,25.202,25.205,24.212,24.404,30394.1488
1766707200000,24.403,25.824,24.382,25.786,34256.0928
1766793600000,25.781,26.421,25.398,25.967,68651.2641
1766880000000,25.979,26.309,24.499,25.369,858011824.0494
1766966400000,25.357,26.421,25.268,25.771,121586600.9059
1767052800000,25.816,26.693,25.408,25.985,28378.7771
1767139200000,25.966,26.246,25.331,25.465,32111.1336
1767225600000,25.462,26.099,23.861,24.249,2062848.8372
1767312000000,24.246,25.0,24.096,24.602,36474.8561
1767398400000,24.606,25.429,24.296,25.393,52523.1669
1767484800000,25.393,26.872,24.444,26.872,122676779.8929
1767571200000,26.857,27.49,25.812,26.545,51588.5654
1767657600000,26.531,28.37,26.126,28.249,66483.8884
1767744000000,28.241,28.38,26.491,26.926,60628.5665
1767830400000,26.853,27.071,25.622,25.693,35392.0607
1767916800000,25.614,26.214,24.99,25.077,34717.6179
1768003200000,25.062,25.109,23.644,24.057,173602.4671
1768089600000,24.036,24.672,24.021,24.441,779652.0852
1768176000000,24.448,25.415,23.142,23.795,103125.2955
1768262400000,23.762,25.844,23.762,25.753,50388.7749
1768348800000,25.764,26.868,25.623,25.968,129557.3907
1768435200000,25.977,26.073,24.375,24.736,656552.4598
