timestamp,open,high,low,close,volume
1772244000000,27.111,27.14,26.823,26.953,38747.9154
1772247600000,26.963,27.079,26.831,26.884,25935.1063
1772251200000,26.89,27.058,26.832,26.992,15088.2991
1772254800000,27.002,27.049,26.894,26.92,9536.5509
1772258400000,26.922,26.968,26.119,26.276,151290.0522
1772262000000,26.241,26.906,26.148,26.662,129472.4901
1772265600000,26.616,26.967,26.568,26.808,54773.1684
1772269200000,26.808,27.333,26.801,27.264,52964.833
1772272800000,27.274,27.514,26.96,27.348,44936.3508
1772276400000,27.372,27.708,27.194,27.24,53947.7905
1772280000000,27.295,27.545,27.275,27.345,23577.6293
1772283600000,27.351,27.714,27.142,27.628,60742.3924
1772287200000,27.619,27.984,27.4,27.831,91596.4088
1772290800000,27.848,28.222,27.777,28.185,61948.7247
1772294400000,28.182,28.584,28.044,28.539,63287.4815
1772298000000,28.559,29.489,28.546,29.409,113851.6589
1772301600000,29.413,29.683,29.117,29.349,94298.9289
1772305200000,29.379,29.672,29.069,29.483,56116.6078
1772308800000,29.49,30.484,29.393,30.304,120380.7868
1772312400000,30.302,30.781,30.036,30.555,155683.9741
1772316000000,30.588,31.039,30.478,30.72,67329.4609
1772319600000,30.808,31.327,30.762,31.216,75092.588
1772323200000,31.229,31.28,30.541,30.649,76472.8674
1772326800000,30.639,30.832,30.188,30.832,132868.2259
1772330400000,30.827,31.233,30.739,30.986,89040.5308
1772334000000,30.994,31.166,30.71,30.921,50693.7092
1772337600000,30.923,31.079,30.672,30.893,44602.5353
1772341200000,30.909,31.529,30.852,31.111,67524.2582
1772344800000,31.207,31.22,30.756,30.965,73196.5915
1772348400000,30.981,31.226,30.864,30.911,25793.2344
1772352000000,30.936,31.111,30.444,30.523,40354.9799
1772355600000,30.527,30.95,30.49,30.747,97911.3028
1772359200000,30.733,31.03,30.531,30.993,57467.4886
1772362800000,31.004,31.7,30.848,31.062,158203.095
1772366400000,31.031,31.112,30.612,30.7,27802.8342
1772370000000,30.71,31.266,30.648,30.986,87521.7821
1772373600000,31.054,31.082,30.752,30.915,102676.0951
1772377200000,30.876,31.555,30.876,31.387,42972.6911
1772380800000,31.369,31.851,30.923,30.962,119710.8514
1772384400000,31.005,31.233,30.798,31.108,84351.0598
1772388000000,31.05,31.818,31.035,31.678,47282.3701
1772391600000,31.686,31.917,31.491,31.611,58391.4497
1772395200000,31.602,31.739,31.219,31.474,94177.6607
1772398800000,31.462,31.785,31.285,31.759,31610.5363
1772402400000,31.791,31.991,31.428,31.428,47797.8739
1772406000000,31.424,32.248,31.383,31.553,92071.3733
1772409600000,31.555,32.708,31.515,32.449,99348.8705
1772413200000,32.435,32.698,31.954,32.257,128083.5175
1772416800000,32.255,32.345,31.722,31.898,71062.1517
1772420400000,31.907,32.202,31.667,32.033,53594.5619
1772424000000,32.046,32.075,31.356,31.424,61232.6827
1772427600000,31.41,31.421,30.862,31.009,42085.4417
1772431200000,31.016,31.016,30.304,30.364,80944.4784
1772434800000,30.346,30.368,29.989,30.327,37499.7889
1772438400000,30.337,30.743,30.221,30.655,43947.3587
1772442000000,30.639,30.721,30.355,30.428,66836.3529
1772445600000,30.421,30.522,30.242,30.5,48334.6273
1772449200000,30.499,30.711,30.481,30.699,42724.5239
1772452800000,30.691,30.773,30.383,30.531,31924.3614
1772456400000,30.549,31.014,30.4,30.679,76489.9787
1772460000000,30.687,32.011,30.629,31.704,116412.1424
1772463600000,31.709,32.529,31.682,32.17,147716.5988
1772467200000,32.18,33.682,32.014,33.182,231217.7364
1772470800000,33.266,33.266,32.508,32.786,92430.1649
1772474400000,32.783,32.783,32.364,32.407,59210.3834
1772478000000,32.401,32.506,31.979,32.489,77055.119
1772481600000,32.457,32.708,31.962,32.611,54722.5272
1772485200000,32.607,32.764,32.347,32.506,68599.6233
1772488800000,32.568,33.25,32.556,33.056,42222.6118
1772492400000,33.099,33.215,32.627,32.791,65527.2613
1772496000000,32.827,32.956,32.285,32.485,47096.8131
1772499600000,32.481,32.936,32.344,32.84,60491.5741
1772503200000,32.811,33.058,32.646,32.81,32393.2607
1772506800000,32.824,33.292,32.824,32.999,38799.911
1772510400000,33.0,33.227,32.911,33.034,36485.1727
1772514000000,33.037,33.557,32.701,32.701,74915.4839
1772517600000,32.728,33.011,32.508,32.642,56279.7539
1772521200000,32.632,33.124,32.351,33.043,52606.0595
1772524800000,33.037,33.053,31.72,31.802,75820.2952
1772528400000,31.784,31.998,31.637,31.685,47772.985
1772532000000,31.636,32.053,31.579,31.917,46124.6028
1772535600000,31.923,32.072,31.784,31.954,20788.4511
1772539200000,31.945,32.361,31.62,31.741,40929.2448
1772542800000,31.723,31.767,31.265,31.349,37440.4961
1772546400000,31.358,31.621,31.039,31.193,62426.2313
1772550000000,31.208,31.98,31.136,31.904,98616.4559
1772553600000,31.9,32.824,31.754,32.207,111746.2621
1772557200000,32.181,32.211,31.704,32.126,57805.5695
1772560800000,32.16,32.375,31.878,32.186,37346.3803
