timestamp,open,high,low,close,volume
1747440000000,167.45,169.97,164.06,165.95,1373608.230491
1747526400000,165.94,176.72,164.75,173.37,717942.57332
1747612800000,173.37,173.68,159.51,166.84,1048499.21716
1747699200000,166.85,172.97,164.61,168.57,1478492.304835
1747785600000,168.59,175.9,165.67,173.51,1546897.891182
1747872000000,173.68,180.75,172.66,179.68,1409270.604512
1747958400000,179.73,187.64,173.36,173.94,1713469.96382
1748044800000,174.02,178.3,172.66,175.9,920701.838927
1748131200000,175.89,176.89,169.17,175.72,225418.472951
1748217600000,175.7,178.98,173.51,174.9,896577.417779
1748304000000,174.93,179.36,171.41,176.71,1170086.526109
1748390400000,176.72,177.38,168.98,172.23,941864.628729
1748476800000,172.23,175.32,166.09,166.72,1076499.461422
1748563200000,166.71,167.48,155.36,156.18,1897599.483792
1748649600000,156.18,157.99,152.16,156.44,1338569.368418
1748736000000,156.45,157.88,150.7,157.7,1295364.977377
1748822400000,157.7,158.92,151.82,156.8,1366436.127527
1748908800000,156.81,163.47,154.33,155.22,1366781.821774
1748995200000,155.22,157.88,153.03,153.26,6237124.765918
1749081600000,153.28,154.57,141.65,144.26,16486719.460069
1749168000000,144.3,152.25,144.25,147.81,10220580.070015
1749254400000,147.85,152.8,146.96,150.06,5963593.571349
1749340800000,150.07,155.05,148.04,152.49,169443985.996381
1749427200000,152.45,162.87,149.61,161.23,186058780.137669
1749513600000,161.23,166.04,156.54,165.18,513666755.382382
1749600000000,165.18,170.81,159.23,161.09,171599199.216095
1749686400000,161.02,161.8,152.08,152.36,608177633.064282
1749772800000,152.36,152.76,141.03,148.58,1144763366.870006
1749859200000,148.58,149.41,142.04,144.66,657492483.253605
1749945600000,144.64,153.4,144.27,152.97,10759783.646589
1750032000000,152.98,158.7,150.39,150.68,13380345.959408
1750118400000,150.72,154.32,145.72,147.58,15426601.541107
1750204800000,147.59,149.9,142.16,147.16,3581418.896882
1750291200000,147.19,148.65,142.41,147.04,1423375.351922
1750377600000,147.01,148.74,135.38,140.08,2237779.57009
1750464000000,140.11,142.59,131.02,135.37,2749580.825951
1750550400000,135.42,137.51,126.05,131.81,795923.576004
1750636800000,131.71,146.64,130.81,144.52,14781518.877276
1750723200000,144.53,146.56,142.35,145.84,176727504.891698
1750809600000,145.84,147.5,142.37,143.45,675151714.623817
1750896000000,143.54,146.82,138.68,139.06,300478369.27474
1750982400000,139.07,144.75,137.31,141.97,444687264.075852
1751068800000,141.97,152.61,141.0,150.73,702626421.503855
1751155200000,150.73,153.46,149.35,153.31,657983773.145655
1751241600000,153.3,159.76,149.47,154.85,9643764.793852
1751328000000,154.82,155.5,144.4,146.91,480775084.004862
1751414400000,146.9,154.44,145.93,152.29,9826759.677335
1751500800000,152.29,156.27,149.76,152.34,1801985.998803
1751587200000,152.33,153.83,145.0,147.69,317648.594848
1751673600000,147.69,148.56,145.62,147.56,237157.24291
1751760000000,147.56,153.73,146.76,151.88,495384.686547
1751846400000,151.92,153.4,147.73,148.9,762221.110979
1751932800000,148.9,152.81,147.88,151.68,391108.727432
1752019200000,151.68,157.92,150.58,157.04,385919.326721
1752105600000,157.08,165.4,155.72,164.34,428946.125793
1752192000000,164.35,168.17,159.65,162.92,346741.689622
1752278400000,162.9,164.0,157.9,160.66,142883.274841
1752364800000,160.68,164.94,159.65,161.16,149814.854185
1752451200000,161.18,168.56,160.66,162.21,596596.64869
1752537600000,162.23,164.24,157.22,164.01,545344.918533
1752624000000,164.02,175.95,161.18,173.62,624473.257437
1752710400000,173.65,178.08,168.77,175.88,1251923.858753
1752796800000,175.88,184.67,173.32,177.25,797146.559148
1752883200000,177.29,178.57,174.12,176.97,471549.957796
1752969600000,176.97,183.57,176.37,181.54,342239.913183
1753056000000,181.51,200.0,178.37,195.65,569120.877359
1753142400000,195.74,206.23,194.02,205.73,789256.610178
1753228800000,205.72,206.8,184.05,189.39,1201206.620613
1753315200000,189.41,191.85,179.27,182.84,524402.666724
1753401600000,182.82,186.8,175.87,186.74,436632.161098
1753488000000,186.75,189.76,181.5,181.5,359019.332998
1753574400000,181.5,190.66,180.21,188.64,200067.504153
1753660800000,188.66,194.96,182.23,183.08,782049.201569
1753747200000,183.09,186.6,178.16,181.5,1090837.198479
1753833600000,181.49,183.45,170.4,177.73,664401.463335
1753920000000,177.75,182.62,171.47,172.27,822350.193439
1754006400000,172.26,172.44,159.65,162.69,1420516.105436
1754092800000,162.69,165.5,155.69,158.51,287057.796017
1754179200000,158.5,163.04,156.39,161.93,256738.297991
1754265600000,161.97,164.92,160.15,164.5,135519.479222
1754352000000,164.5,171.71,161.4,164.08,420015.660497
1754438400000,164.08,169.94,160.31,168.16,429414.036293
1754524800000,168.11,175.49,166.71,175.39,1163755.779359
1754611200000,175.38,179.91,172.55,176.78,480776.393102
1754697600000,176.79,183.96,176.65,179.93,298208.362501
1754784000000,179.93,186.14,177.21,182.69,348092.536317
1754870400000,182.68,186.78,173.45,174.8,517271.427244
1754956800000,174.84,193.74,172.65,191.73,631513.523794
1755043200000,191.77,204.91,191.5,201.47,616799.406
1755129600000,201.52,210.14,187.75,192.47,3176323.940095
1755216000000,192.47,198.32,183.61,185.75,4370951.493112
1755302400000,185.74,189.99,184.0,189.62,354863.294488
1755388800000,189.61,195.1,187.4,191.03,2893273.125063
1755475200000,191.01,191.29,179.35,182.86,1652082.796553
1755561600000,182.93,185.77,175.0,176.21,1537512.011796
1755648000000,176.22,187.95,174.51,187.95,1044295.081177
1755734400000,187.95,188.88,179.62,180.3,463296917.300999
1755820800000,180.34,201.76,177.37,200.69,12524529.722462
1755907200000,200.67,208.19,194.9,204.15,101661649.049783
1755993600000,204.16,211.79,201.37,205.88,243022658.348084
1756080000000,205.61,213.21,185.63,187.19,86870421.058264
1756166400000,187.2,198.02,185.73,195.83,545206.426685
1756252800000,195.86,211.97,193.81,202.95,52469511.277717
1756339200000,202.96,216.63,201.74,214.4,3454506.634439
1756425600000,214.43,217.99,200.6,205.03,544876418.91292
1756512000000,205.1,206.94,198.19,202.71,399458499.17393
1756598400000,202.73,207.0,200.57,201.85,75660135.831491
1756684800000,201.85,204.47,194.23,197.31,975202276.479986
1756771200000,197.32,208.78,196.8,204.41,1221471831.952756
1756857600000,204.38,212.93,203.77,210.72,744256206.948125
1756944000000,210.72,211.89,201.86,202.34,8345843.330379
1757030400000,202.36,209.96,201.04,203.4,6886868.388649
1757116800000,203.4,204.63,199.42,200.18,1976619.593573
1757203200000,200.19,207.93,200.12,206.39,3474906.846771
1757289600000,206.38,217.11,205.63,214.13,72614397.329456
1757376000000,214.15,220.0,210.94,217.18,5876486.21271
1757462400000,217.25,226.2,215.15,224.05,2537763.605119
1757548800000,224.06,228.94,221.62,228.66,1628599.528895
1757635200000,228.73,243.93,228.13,242.19,1634608.498294
1757721600000,242.22,244.6,235.41,242.46,565798.880335
1757808000000,242.32,250.0,239.78,239.8,12538521.09366
1757894400000,239.8,244.03,230.18,234.34,6487137.426975
1757980800000,234.34,241.54,230.0,236.94,492093.339299
1758067200000,236.96,246.57,231.87,244.8,11169892.278179
1758153600000,244.82,253.37,242.64,247.55,9075169.926099
1758240000000,247.52,249.02,236.32,238.55,91572401.475539
1758326400000,238.56,241.5,236.11,239.5,416891.461287
1758412800000,239.5,241.5,235.33,236.22,15821516.88124
1758499200000,236.23,236.96,216.52,220.32,2032477.959873
1758585600000,220.39,221.59,212.28,213.33,6587310.441949
1758672000000,213.34,216.53,205.71,211.6,9780223.424676
1758758400000,211.61,212.4,191.69,192.69,7516617.443227
1758844800000,192.7,205.45,190.9,205.14,6919775.880099
1758931200000,205.15,205.39,199.92,203.48,8024351.894674
1759017600000,203.47,210.91,197.87,210.87,1718494.497221
1759104000000,210.81,214.67,204.76,212.77,6256193.935031
1759190400000,212.77,213.66,203.49,208.72,1066972.225649
1759276800000,208.72,222.57,206.48,221.93,2440457.071207
1759363200000,221.98,235.26,219.4,234.73,693648.965265
1759449600000,234.75,237.1,227.04,232.77,368347.480716
1759536000000,232.82,234.56,224.16,227.86,1188034.899122
1759622400000,227.91,237.56,226.59,228.55,1006766.219976
1759708800000,228.6,237.67,227.35,232.38,520671.158884
1759795200000,232.41,235.14,219.8,219.96,982591.579882
1759881600000,219.96,230.02,217.39,229.02,972748.71784
1759968000000,229.06,229.38,216.1,220.91,440123.557915
1760054400000,220.94,225.06,145.03,187.63,7255692.257218
1760140800000,187.54,190.2,172.54,177.6,33018136.637091
1760227200000,177.62,198.58,172.9,197.05,2663224.183343
1760313600000,197.04,209.23,193.06,208.7,241728.278757
1760400000000,208.7,211.07,191.28,202.37,1950833.202863
1760486400000,202.47,208.48,192.17,193.83,622907.439333
1760572800000,193.84,198.18,181.0,184.86,943315.046083
1760659200000,184.86,187.89,174.31,181.97,825361.998944
1760745600000,181.97,189.05,181.84,187.57,510799.379701
1760832000000,187.56,192.24,183.28,187.9,691369.903521
1760918400000,187.88,194.43,183.9,189.72,6923549.451089
1761004800000,189.72,197.6,182.76,185.65,6866118.987512
1761091200000,185.65,188.87,177.42,180.1,1088266.074087
1761177600000,180.11,193.4,179.73,191.34,948025.846765
1761264000000,191.35,195.65,188.0,193.6,536362.93708
1761350400000,193.59,195.75,190.0,193.88,372602.350792
1761436800000,193.87,201.3,191.48,200.06,339754.273174
